business_id,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value
703,Luderitz Farming,Construction,Otjozondjupa,20,51,2315329,Inventory,60,9712190,473412,2706319,3901231,20969,763,5,0,Equipment,1826748
704,Okavango Fishing,Mining Services,Otjozondjupa,11,151,2111264,Working Capital,60,12288320,250256,1361540,2826899,54900,557,1,1,Vehicle,4023977
705,Erongo Transport,Construction,Hardap,5,35,1650886,Equipment Purchase,24,3513247,544599,2740916,3198270,76523,819,6,0,Vehicle,4906221
706,Swakop Construction,Transport,Oshana,10,205,1191369,Technology Upgrade,24,10722810,191162,1569745,136382,104669,706,5,0,Savings,2305601
707,Windhoek Construction,Agriculture,Hardap,3,94,1051647,Inventory,48,12480204,442795,1122748,2444861,100488,704,4,0,Vehicle,4983082
708,Erongo Supplies,Agriculture,Khomas,20,249,192920,Vehicle Purchase,36,10613547,69769,886189,2036911,4168,580,3,0,Savings,2360874
709,Otji Transport,Transport,Oshana,8,25,2073728,Inventory,60,462566,47980,2085183,306637,8200,749,1,1,Savings,4036694
710,Swakop Manufacturing,Technology,Khomas,10,83,531148,Payroll Support,48,12226668,315550,1986576,1939915,93270,552,7,0,Equipment,4768466
711,Walvis Manufacturing,Construction,Khomas,9,93,869801,Technology Upgrade,36,942232,780167,130971,2532825,25811,477,2,0,Livestock,4588778
712,Okavango Food Services,Logistics,Hardap,1,50,1484257,Expansion,48,12793541,381061,878966,3659820,50294,724,2,0,Savings,1827005
713,Walvis Supplies,Logistics,Kavango East,3,180,1648688,Working Capital,60,10791500,231712,2048626,1195937,57537,707,6,0,Inventory,4413139
714,Windhoek Trading,Transport,Kavango East,9,123,149155,Expansion,12,6276560,685109,1839283,2149530,98968,676,4,1,Livestock,2458401
715,Kunene Manufacturing,Retail,Oshana,2,31,1029800,Construction,60,2946198,121938,1728091,3663312,35532,624,1,0,Savings,3056695
716,Luderitz Logistics,Mining Services,Oshana,13,128,234487,Working Capital,60,7710272,576354,490442,3729831,19745,692,5,0,Vehicle,219245
717,Caprivi Supplies,Agriculture,Oshikoto,9,241,574491,Vehicle Purchase,36,12275200,449592,872361,1983091,5365,656,1,0,Savings,1289927
718,Otji Farming,Technology,Otjozondjupa,19,31,364909,Working Capital,24,5797213,586168,1460855,1888649,18166,590,2,1,Property,898312
719,Swakop Food Services,Logistics,Oshikoto,16,36,1246405,Construction,36,11045904,347385,2755552,3496968,107361,758,5,0,Livestock,4749410
720,Okavango Trading,Tourism,Kavango East,13,95,1307370,Working Capital,48,3584677,128511,2510072,3592178,107800,711,3,0,Equipment,951832
721,Luderitz Trading,Tourism,Kavango East,14,182,1624630,Expansion,48,6377497,541137,2335727,3674089,62824,599,0,0,Property,1530583
722,Kunene Tours,Technology,Kavango East,22,115,533406,Expansion,48,3387093,696586,1791603,2320812,93665,782,4,0,Property,4070857
723,Walvis Technologies,Tourism,Oshikoto,23,168,1715415,Inventory,12,4835483,316231,50342,798630,36278,693,3,0,Equipment,2405094
724,Caprivi Transport,Retail,Hardap,15,225,2026711,Construction,12,10388315,742059,111244,817882,87301,756,1,0,Livestock,4461157
725,Etosha Food Services,Construction,Oshikoto,14,127,1218289,Equipment Purchase,24,10718804,114103,536713,1973035,48401,450,6,0,Vehicle,4449483
726,Windhoek Fishing,Agriculture,Khomas,7,54,650395,Payroll Support,48,5289142,508682,2421585,1208553,10725,545,4,0,Property,2857022
727,Okavango Tours,Construction,Kavango West,13,235,2094386,Inventory,12,5267298,413022,1226043,1035326,72139,678,2,0,Equipment,1424372
728,Oshana Retail,Construction,Khomas,5,193,1003355,Construction,12,7676184,166940,2343199,659596,116782,838,0,1,Equipment,1769825
729,Erongo Transport,Retail,Oshikoto,6,229,2095946,Working Capital,36,10308607,474390,2412937,1118277,2281,731,3,1,Equipment,3611985
730,Okavango Fishing,Logistics,Kavango West,11,24,904102,Construction,12,14182730,696436,535835,1911504,61268,484,4,1,Inventory,632328
731,Okavango Supplies,Food Services,Hardap,4,238,1636085,Vehicle Purchase,36,7961722,636923,2696845,2506627,118108,807,2,0,Property,4820700
732,Etosha Construction,Food Services,Oshikoto,22,206,1805294,Equipment Purchase,24,13321049,727355,2586671,3110419,6060,649,6,0,Livestock,1869777
733,Katima Food Services,Construction,Hardap,15,210,2219572,Equipment Purchase,48,2229090,466935,1024712,1951066,15310,835,5,0,Property,3907873
734,Caprivi Retail,Manufacturing,Hardap,13,215,590161,Inventory,60,9985528,142852,2833911,690317,37831,575,7,0,Inventory,218903
735,Caprivi Retail,Manufacturing,Otjozondjupa,4,7,698215,Payroll Support,12,1782654,37463,902465,391717,50914,522,1,0,Property,1099395
736,Kalahari Food Services,Construction,Oshana,24,47,1896300,Technology Upgrade,48,6060818,205923,2140620,2573351,117954,509,7,0,Equipment,1373856
737,Caprivi Supplies,Agriculture,Kavango West,22,127,1043166,Technology Upgrade,36,7798740,574381,1015594,2895557,54425,804,3,0,Vehicle,1552764
738,Walvis Fishing,Construction,Khomas,3,146,1575488,Construction,36,5789220,710363,1550078,15481,69321,592,3,0,Property,3749829
739,Luderitz Trading,Logistics,Erongo,20,104,1141164,Inventory,60,12766867,529187,1865038,2745099,19198,707,2,0,Livestock,3181721
740,Luderitz Supplies,Transport,Oshikoto,24,113,1443477,Expansion,24,14041601,272135,2617627,531291,60014,691,4,0,Savings,2797027
741,Gobabis Manufacturing,Transport,Otjozondjupa,18,211,1022675,Working Capital,12,12566208,707680,663202,2361740,58730,514,5,1,Vehicle,3598607
742,Katima Tours,Food Services,Karas,20,80,89945,Technology Upgrade,24,5373505,687985,984679,242572,25950,671,0,0,Inventory,1061191
743,Otji Farming,Mining Services,Kavango East,23,35,1306936,Construction,12,1846730,279770,1486592,3317783,90974,741,2,0,Vehicle,1235190
744,Namib Tours,Mining Services,Karas,10,61,1112854,Technology Upgrade,48,14301523,398541,1536551,234600,79990,783,4,1,Livestock,700292
745,Caprivi Logistics,Construction,Hardap,22,55,2480975,Technology Upgrade,36,7692231,420140,1376101,2804043,35885,638,0,0,Vehicle,2440475
746,Otji Trading,Retail,Otjozondjupa,1,245,1322849,Inventory,24,428201,773799,619155,1225253,37839,470,5,0,Equipment,3498913
747,Caprivi Construction,Construction,Karas,1,119,1158023,Inventory,48,5561649,521379,2780417,2505063,113664,563,4,0,Inventory,4231831
748,Okavango Manufacturing,Manufacturing,Erongo,18,76,1565512,Equipment Purchase,60,14006068,628714,1586396,3207648,37003,741,4,0,Vehicle,3062794
749,Katima Fishing,Construction,Oshana,21,20,1473662,Inventory,60,8572024,136095,397602,2175102,96805,543,2,0,Inventory,3328802
750,Oshana Supplies,Food Services,Hardap,3,201,1725355,Construction,12,9833188,147200,1557290,3618571,27135,746,6,1,Inventory,1423445
751,Luderitz Logistics,Logistics,Oshikoto,1,199,757643,Technology Upgrade,36,11138415,200358,254652,230069,32508,814,0,0,Inventory,243703
752,Erongo Technologies,Construction,Erongo,13,81,1998151,Inventory,60,14221830,303037,1468934,154175,101767,603,1,0,Vehicle,110797
753,Luderitz Farming,Logistics,Otjozondjupa,10,59,1335021,Working Capital,60,14371501,612393,1185979,1582240,117755,485,2,0,Equipment,1445873
754,Oshana Retail,Agriculture,Oshikoto,20,33,1592571,Vehicle Purchase,24,12193923,558082,332441,3152402,50486,491,4,0,Savings,313967
755,Luderitz Manufacturing,Retail,Oshikoto,10,232,927281,Expansion,48,1049579,319029,26437,2812026,72991,533,2,0,Property,907371
756,Okavango Supplies,Construction,Hardap,6,249,1593840,Equipment Purchase,48,12380134,160582,2522904,929820,18114,568,4,0,Inventory,1895683
757,Katima Logistics,Mining Services,Hardap,11,204,1473625,Construction,48,8906883,99789,1439076,1736047,115213,516,4,0,Inventory,1846604
758,Katima Logistics,Retail,Oshikoto,10,151,182296,Equipment Purchase,24,11011284,677594,1381095,849581,107587,526,5,1,Livestock,2557544
759,Kunene Food Services,Mining Services,Khomas,12,12,2254882,Working Capital,48,9574555,309115,1824085,3208138,78692,454,1,0,Equipment,856245
760,Namib Supplies,Food Services,Kavango West,12,47,2226420,Inventory,60,14141316,431856,2214379,2151286,2294,831,6,0,Vehicle,3719919
761,Windhoek Tours,Transport,Kavango West,25,59,1391198,Inventory,12,3374846,626958,495904,1078922,100173,572,6,0,Property,210664
762,Luderitz Farming,Agriculture,Oshikoto,7,86,96533,Expansion,48,8281758,142809,1675969,658360,33479,653,5,1,Savings,3655435
763,Windhoek Supplies,Construction,Otjozondjupa,19,171,927050,Technology Upgrade,24,6354459,148758,1933938,1427585,45914,562,4,1,Equipment,3088173
764,Caprivi Construction,Mining Services,Kavango West,7,65,841581,Construction,24,14121996,132528,314404,2262117,45934,603,0,1,Equipment,3935942
765,Namib Technologies,Retail,Karas,23,75,2096562,Technology Upgrade,36,7601852,557131,1108887,2107871,58768,500,4,1,Property,3393096
766,Windhoek Farming,Food Services,Oshikoto,21,99,2318127,Working Capital,60,8478904,432598,356185,2510511,38559,713,3,0,Savings,4831163
767,Otji Supplies,Food Services,Oshikoto,19,44,1177888,Payroll Support,36,3159145,76710,2974347,1038541,31286,572,6,0,Property,913984
768,Swakop Tours,Food Services,Oshikoto,7,191,1430106,Construction,12,12138780,360241,1218212,2318451,9644,624,5,0,Livestock,3900621
769,Gobabis Supplies,Agriculture,Hardap,17,224,1850004,Construction,48,13895294,404826,573858,980021,105661,725,2,0,Livestock,2362822
770,Etosha Retail,Agriculture,Kavango West,21,29,2430210,Construction,24,10474685,100525,1633848,1524958,97454,694,4,0,Savings,2293101
771,Katima Fishing,Construction,Oshikoto,20,7,225956,Technology Upgrade,60,3469254,321267,1227338,2055575,82438,768,8,0,Equipment,4952188
772,Namib Retail,Technology,Hardap,23,175,309951,Inventory,12,2052990,246372,1084347,1756003,113027,602,2,0,Property,4015748
773,Caprivi Fishing,Agriculture,Oshana,20,151,1547745,Vehicle Purchase,24,2313570,164125,1768936,996925,30492,554,4,1,Savings,4053144
774,Kunene Tours,Transport,Oshikoto,8,147,1573848,Inventory,48,9025488,103677,493583,2228160,14105,766,0,0,Vehicle,487643
775,Walvis Manufacturing,Manufacturing,Kavango West,12,248,485116,Expansion,60,7050917,322334,2154281,3690798,79950,567,5,0,Inventory,2231969
776,Namib Tours,Retail,Kavango East,20,50,485735,Expansion,24,13923487,194061,436463,2059839,20274,848,0,0,Inventory,121259
777,Oshana Logistics,Construction,Otjozondjupa,2,87,1782334,Inventory,48,7145973,776864,2087366,3963550,44776,832,6,1,Property,2701999
778,Katima Supplies,Logistics,Erongo,16,220,887752,Vehicle Purchase,12,13875105,784046,1705837,3136756,77947,643,0,0,Inventory,4545561
779,Luderitz Technologies,Mining Services,Oshikoto,9,241,1439492,Vehicle Purchase,60,6463311,65068,1857700,3168231,98892,546,2,0,Livestock,2510407
780,Walvis Trading,Retail,Erongo,22,154,2152491,Inventory,48,13667030,160312,1581979,1389805,100534,650,0,0,Property,3973116
781,Walvis Fishing,Food Services,Karas,20,89,947215,Inventory,48,2540589,762325,864577,704521,68506,652,8,0,Property,2035663
782,Kunene Food Services,Food Services,Kavango West,15,138,1281501,Expansion,48,14066478,478906,49608,2335531,70969,508,4,0,Property,2644715
783,Etosha Fishing,Agriculture,Karas,20,79,1548636,Working Capital,48,6617967,460755,2109845,2262541,98760,554,5,1,Savings,4161108
784,Oshana Manufacturing,Retail,Erongo,10,194,2177284,Inventory,60,4410337,490753,944800,2541804,62351,460,1,0,Savings,1466711
785,Luderitz Manufacturing,Tourism,Khomas,23,85,933677,Expansion,48,13506583,570218,2235464,2786658,61485,780,1,0,Property,1792097
786,Windhoek Farming,Technology,Oshana,16,39,2425694,Payroll Support,36,7438605,438620,2696144,862038,115830,837,0,0,Property,4164604
787,Walvis Technologies,Agriculture,Kavango West,4,59,1079186,Expansion,36,11152129,587387,1677230,261716,91896,710,5,0,Equipment,4377032
788,Caprivi Retail,Food Services,Otjozondjupa,6,76,1904122,Construction,24,14468080,619576,2188272,636491,20974,823,6,0,Inventory,3751352
789,Kalahari Manufacturing,Food Services,Oshikoto,1,159,1999088,Construction,12,14163625,713313,292554,1584075,47149,499,7,0,Livestock,1913588
790,Oshana Trading,Agriculture,Otjozondjupa,2,223,1919538,Vehicle Purchase,48,1524556,710714,308469,3194964,82159,732,5,1,Livestock,869967
791,Katima Technologies,Technology,Hardap,13,23,1059659,Vehicle Purchase,48,9512362,219242,1469366,1588989,114648,749,0,1,Livestock,80491
792,Katima Farming,Manufacturing,Oshana,15,242,1117778,Working Capital,36,12033228,276711,805017,1114960,1289,826,2,0,Livestock,1633988
793,Namib Construction,Technology,Oshikoto,24,150,1086985,Inventory,48,14898937,180072,2787710,3871945,31001,836,3,0,Savings,318762
794,Caprivi Construction,Transport,Hardap,3,174,106351,Vehicle Purchase,48,11029623,230935,2699855,3600708,32325,500,6,0,Vehicle,2199765
795,Etosha Construction,Manufacturing,Kavango West,1,60,1897855,Expansion,12,8352745,709961,1248708,1327512,56712,479,4,0,Savings,3986181
796,Swakop Transport,Food Services,Erongo,8,76,1950745,Expansion,48,9720987,171058,2986820,1193023,99193,678,7,0,Property,727558
797,Etosha Transport,Logistics,Karas,10,237,1813478,Inventory,60,14170120,666364,1403345,706004,32191,656,6,0,Inventory,3677060
798,Swakop Logistics,Transport,Kavango West,3,89,732152,Vehicle Purchase,12,14656027,796514,71388,2823648,29637,608,4,0,Property,1718770
799,Kalahari Fishing,Tourism,Karas,9,205,1686260,Payroll Support,24,13876608,61681,2737132,2369173,114789,519,3,1,Vehicle,2571354
800,Otji Fishing,Logistics,Oshikoto,4,79,915572,Expansion,48,7841076,382755,2610701,33378,75466,721,8,1,Property,2584385
801,Erongo Retail,Transport,Oshikoto,16,54,1300517,Payroll Support,24,6382036,366777,2115201,1172082,41133,538,5,0,Savings,2399765
802,Oshana Fishing,Agriculture,Oshikoto,24,136,2002750,Technology Upgrade,60,2442531,639876,1385348,1974304,55888,660,4,1,Livestock,2861799
803,Erongo Supplies,Manufacturing,Karas,1,84,185580,Technology Upgrade,24,11935195,397909,1087334,3543096,36031,678,2,0,Vehicle,1739125
804,Katima Construction,Agriculture,Erongo,6,236,1859055,Inventory,60,4206898,334676,181151,2223034,83833,518,1,0,Equipment,4279871
805,Otji Trading,Technology,Karas,24,182,1217899,Working Capital,24,7856646,215986,2507860,2368555,23647,669,6,0,Inventory,3846155
806,Erongo Retail,Mining Services,Oshikoto,8,244,1350398,Equipment Purchase,48,5166022,710544,1943373,3402213,71175,752,0,0,Equipment,4081773
807,Namib Fishing,Mining Services,Hardap,3,152,222934,Payroll Support,60,5746743,269037,2105515,1408107,67841,566,8,0,Property,2847086
808,Okavango Construction,Food Services,Oshikoto,24,235,1746538,Technology Upgrade,24,8721256,88552,2320065,2487799,456,830,1,0,Equipment,3147582
809,Namib Food Services,Construction,Kavango West,18,179,1278211,Technology Upgrade,24,10021579,733333,889703,669546,57732,785,2,0,Livestock,3484030
810,Kalahari Construction,Food Services,Khomas,1,229,1897372,Payroll Support,36,3197299,440034,1381369,3081763,24185,593,4,1,Livestock,3371022
811,Walvis Supplies,Tourism,Hardap,3,112,2320042,Inventory,12,10926533,435368,2653053,64948,114898,712,4,0,Vehicle,1965905
812,Swakop Logistics,Tourism,Oshikoto,23,235,2208233,Payroll Support,60,3683152,283566,1110306,3769299,93452,527,3,0,Vehicle,3637146
813,Katima Construction,Transport,Otjozondjupa,9,185,1991634,Working Capital,60,13592929,78497,1576314,1543952,19976,630,3,0,Savings,4756010
814,Kunene Technologies,Logistics,Hardap,15,15,332273,Payroll Support,12,2804931,629811,800083,2540638,108862,817,1,0,Equipment,4104989
815,Otji Farming,Retail,Khomas,1,80,2024508,Inventory,60,11712136,386083,900194,1319520,9289,494,1,0,Savings,2861656
816,Etosha Supplies,Technology,Oshana,16,124,1416172,Payroll Support,36,11513036,190734,1248112,1880022,9867,499,3,0,Equipment,727656
817,Kalahari Technologies,Tourism,Hardap,5,210,2264717,Expansion,12,7941625,410334,2639435,3007091,92049,474,5,1,Livestock,796574
818,Erongo Manufacturing,Mining Services,Oshana,20,177,2483696,Inventory,12,5027045,773782,415534,3861607,99150,476,2,1,Vehicle,2990831
819,Swakop Retail,Manufacturing,Kavango East,22,124,1933819,Technology Upgrade,12,3237962,747342,1042934,3510405,97689,732,1,1,Vehicle,3778697
820,Erongo Manufacturing,Construction,Karas,5,103,2283642,Construction,48,757619,177183,1621590,3194582,71810,511,0,0,Livestock,3239699
821,Swakop Logistics,Retail,Kavango East,2,183,1674883,Payroll Support,36,14489622,443616,507806,1918604,116850,730,8,0,Property,1337652
822,Windhoek Trading,Agriculture,Otjozondjupa,11,5,1981196,Equipment Purchase,36,5526115,543714,58236,771961,3593,680,2,1,Savings,1748258
823,Walvis Fishing,Transport,Oshana,6,168,2257629,Technology Upgrade,60,10224618,545554,953316,1034597,102474,540,8,0,Equipment,3960415
824,Erongo Food Services,Food Services,Khomas,10,43,287943,Inventory,48,12547405,607408,626325,3511567,11872,772,7,0,Livestock,159735
825,Namib Logistics,Mining Services,Khomas,14,198,1504585,Construction,60,3305784,639499,1200769,1770932,91611,788,3,0,Savings,554261
826,Kunene Food Services,Logistics,Oshikoto,7,4,379373,Construction,12,9538708,450804,587584,2693508,104206,816,3,0,Vehicle,4583483
827,Walvis Technologies,Food Services,Kavango East,20,52,452837,Inventory,24,12478632,113911,118676,2127838,57112,753,0,0,Property,2990136
828,Windhoek Tours,Retail,Khomas,10,241,2495302,Technology Upgrade,48,13322598,518798,314547,658013,86952,493,0,0,Vehicle,4042025
829,Oshana Supplies,Construction,Kavango East,10,171,1607980,Technology Upgrade,24,12677552,98524,2414920,3607539,74426,598,2,1,Inventory,1697364
830,Kunene Transport,Mining Services,Oshikoto,20,60,1701868,Working Capital,12,14234155,419639,315913,2337077,32356,569,2,0,Property,2956019
831,Swakop Logistics,Retail,Oshikoto,4,215,1390493,Inventory,36,5396251,787880,1442165,2188290,98178,523,5,0,Equipment,1044195
832,Katima Technologies,Technology,Hardap,7,228,871272,Working Capital,12,13528675,146446,1037519,595119,16593,615,3,0,Vehicle,1678628
833,Luderitz Food Services,Retail,Karas,6,103,487510,Technology Upgrade,36,9581791,457113,2883152,3610863,85802,709,6,0,Vehicle,2766077
834,Caprivi Retail,Logistics,Kavango West,10,66,1608552,Working Capital,12,9755735,797529,2494329,2584448,3258,575,1,1,Property,163758
835,Walvis Construction,Manufacturing,Khomas,4,121,466438,Inventory,24,8320320,197132,326557,2344408,63187,642,2,0,Property,1584457
836,Windhoek Fishing,Food Services,Oshikoto,14,24,898490,Working Capital,24,4024613,481341,2258268,1041621,39606,502,8,0,Inventory,2121821
837,Walvis Retail,Logistics,Oshana,18,151,1770768,Payroll Support,36,7889620,47171,2348843,2374693,98223,720,6,0,Savings,2606136
838,Erongo Food Services,Construction,Hardap,16,142,1035543,Working Capital,60,11237586,497744,1627847,2409603,24336,814,2,0,Vehicle,3220713
839,Kunene Technologies,Construction,Erongo,6,143,1895635,Technology Upgrade,12,7523994,185662,463178,2162065,107710,516,3,0,Savings,1362447
840,Kalahari Construction,Mining Services,Hardap,16,130,2441456,Equipment Purchase,48,6274417,34824,327422,3287902,88757,720,1,0,Inventory,4798691
841,Etosha Food Services,Agriculture,Karas,17,31,2251958,Equipment Purchase,60,14098550,214981,1055872,1976643,9404,634,2,0,Equipment,142603
842,Okavango Fishing,Retail,Hardap,17,128,2276017,Expansion,36,13068317,505899,1706482,635440,48521,816,4,0,Savings,2199207
843,Windhoek Technologies,Construction,Khomas,15,178,727752,Working Capital,48,875142,187994,1756832,1904280,41307,484,6,0,Vehicle,1070800
844,Otji Supplies,Technology,Oshana,23,77,914153,Technology Upgrade,24,2911137,232592,575404,2505994,92160,496,1,0,Vehicle,4689803
845,Otji Supplies,Manufacturing,Kavango West,20,80,1148614,Construction,12,6324748,532800,1406071,3026986,179,482,6,0,Inventory,3890716
846,Oshana Retail,Logistics,Oshikoto,19,44,599535,Payroll Support,36,2405675,364959,2921478,260341,104249,479,1,1,Livestock,3789435
847,Gobabis Food Services,Technology,Khomas,23,194,368246,Vehicle Purchase,48,12974963,585225,710478,1095408,40279,492,2,0,Livestock,4409807
848,Etosha Supplies,Technology,Karas,7,140,2210651,Construction,48,10735967,413146,1977435,433874,22812,629,2,0,Savings,367477
849,Namib Transport,Mining Services,Kavango East,12,50,291259,Technology Upgrade,36,3380504,198640,2512854,2702107,112820,796,6,1,Savings,973856
850,Swakop Farming,Mining Services,Otjozondjupa,19,124,928657,Construction,36,7191934,720532,2831904,935826,42540,749,7,0,Livestock,4463291
851,Kalahari Tours,Technology,Kavango West,11,250,2190477,Payroll Support,12,4867062,475047,1113967,1345156,26986,679,7,0,Property,2290011
852,Etosha Retail,Technology,Oshikoto,15,152,2453503,Expansion,60,5904876,289351,1506500,30343,41229,785,1,0,Equipment,3355172
853,Etosha Food Services,Construction,Oshana,25,233,1375578,Construction,48,1205851,99118,429171,3511584,96184,655,1,1,Property,3789214
854,Otji Food Services,Technology,Karas,2,83,965265,Construction,12,2658480,628335,364331,1112512,69952,673,0,0,Vehicle,4879542
855,Luderitz Logistics,Manufacturing,Karas,9,87,2299340,Construction,48,2351501,302185,1356798,2893924,41089,701,2,1,Vehicle,766304
856,Walvis Construction,Construction,Oshikoto,23,4,1161142,Equipment Purchase,12,656783,405117,956640,847968,114053,686,2,1,Savings,2345630
857,Otji Logistics,Retail,Kavango West,16,196,1260173,Expansion,60,13723918,561987,2866237,3793878,22114,779,2,0,Property,639390
858,Caprivi Transport,Logistics,Karas,6,133,744388,Vehicle Purchase,24,9410462,458999,710252,2475756,59258,757,3,0,Livestock,2181537
859,Caprivi Manufacturing,Logistics,Kavango West,5,39,1488896,Construction,24,14481424,99045,1492059,2222408,68061,680,6,0,Livestock,2636502
860,Oshana Manufacturing,Logistics,Erongo,3,162,459821,Payroll Support,48,8896041,200260,709228,452132,37803,606,5,0,Vehicle,1031656
861,Oshana Construction,Technology,Kavango West,5,119,2250384,Payroll Support,36,6913326,63676,2878065,1539369,37917,782,8,0,Inventory,2631224
862,Erongo Supplies,Retail,Otjozondjupa,4,75,2202245,Inventory,24,4248481,279503,512232,2421690,74961,794,4,0,Equipment,647128
863,Luderitz Tours,Construction,Kavango East,21,111,548855,Technology Upgrade,36,7714537,715231,1912591,3028862,65633,554,0,1,Property,2154861
864,Walvis Trading,Technology,Erongo,14,188,1544616,Equipment Purchase,24,3627063,314849,2405331,2091331,106358,841,4,0,Livestock,520997
865,Katima Tours,Retail,Kavango West,23,4,67026,Technology Upgrade,24,9202166,383246,2054214,3707278,17689,570,5,1,Inventory,3576127
866,Gobabis Manufacturing,Agriculture,Oshana,22,228,905565,Working Capital,60,12222007,483240,2113174,3243960,103575,565,0,0,Property,4958662
867,Oshana Food Services,Transport,Oshana,9,100,1628354,Payroll Support,12,5420560,56742,883995,431079,69937,832,6,0,Vehicle,4469390
868,Oshana Manufacturing,Food Services,Oshana,3,22,1879958,Equipment Purchase,60,847729,354598,1909839,632453,74376,467,5,0,Savings,1881329
869,Otji Logistics,Tourism,Oshana,6,157,1542541,Vehicle Purchase,36,423990,294222,2045973,3768148,73051,534,3,1,Inventory,1895362
870,Okavango Food Services,Tourism,Karas,20,102,1884626,Technology Upgrade,24,2350795,799136,972320,895683,16093,845,8,1,Savings,758213
871,Kunene Food Services,Mining Services,Erongo,4,150,1935845,Working Capital,12,12617628,563496,2872648,1096114,65498,705,7,0,Property,1788544
872,Otji Transport,Mining Services,Khomas,3,154,1261783,Expansion,60,4355558,560786,2215768,2725096,111608,634,2,0,Livestock,4579033
873,Kalahari Transport,Logistics,Kavango East,6,41,55300,Working Capital,60,10242598,589111,1730455,579144,91198,642,7,1,Property,2395075
874,Etosha Retail,Transport,Oshikoto,5,214,2494231,Inventory,24,6944766,358491,36586,420635,17251,628,0,1,Vehicle,4788015
875,Kalahari Logistics,Food Services,Erongo,8,156,412777,Expansion,36,10263431,413626,604577,3497993,359,830,4,0,Inventory,4712438
876,Gobabis Construction,Mining Services,Kavango West,6,194,600907,Working Capital,24,14093060,782130,1904530,2318216,110171,791,2,0,Livestock,1416209
877,Oshana Trading,Tourism,Kavango East,14,157,2351462,Technology Upgrade,60,2427582,185974,1271727,2248082,32010,497,7,0,Inventory,2863524
878,Gobabis Trading,Agriculture,Karas,13,63,505320,Construction,12,3319146,589654,1952276,2577581,71201,588,7,0,Property,4022907
879,Namib Trading,Retail,Hardap,5,142,596832,Vehicle Purchase,60,4144798,798395,892050,438135,55055,683,2,0,Savings,2597898
880,Gobabis Construction,Technology,Otjozondjupa,15,63,1570035,Expansion,48,9691714,121276,1286726,2219208,60192,690,4,0,Savings,432108
881,Luderitz Manufacturing,Mining Services,Oshana,7,131,1890928,Vehicle Purchase,24,4797685,139780,2861092,2718378,8223,681,5,1,Inventory,4355222
882,Katima Tours,Transport,Khomas,14,141,363908,Construction,36,1953027,92298,1984757,106937,27458,623,0,0,Property,1061799
883,Swakop Food Services,Food Services,Oshikoto,17,67,601752,Inventory,12,6785266,420423,629775,160586,76032,823,4,0,Savings,1914927
884,Gobabis Farming,Retail,Oshana,12,215,1566362,Inventory,12,13305578,627584,2438292,1079138,45188,660,1,1,Equipment,3663222
885,Kalahari Fishing,Agriculture,Oshana,8,29,1922929,Working Capital,36,13270041,120856,1455416,831237,29880,588,2,0,Livestock,2535682
886,Swakop Trading,Transport,Kavango West,4,247,1036210,Payroll Support,36,14757004,211258,2958171,1392816,87474,468,6,0,Vehicle,1846434
887,Erongo Retail,Technology,Hardap,15,230,439840,Vehicle Purchase,48,11783743,36647,860921,2206172,50818,638,2,1,Property,868129
888,Namib Fishing,Logistics,Kavango West,25,144,2344629,Equipment Purchase,24,14046148,39981,1522203,892371,53585,838,3,0,Property,4745868
889,Kalahari Logistics,Construction,Hardap,6,5,2308332,Vehicle Purchase,12,2497474,361426,2534280,3568543,102210,667,3,0,Inventory,252734
890,Okavango Tours,Tourism,Hardap,11,26,357776,Vehicle Purchase,24,12282167,184194,1742877,858659,112920,616,6,0,Property,1944035
891,Otji Trading,Manufacturing,Oshikoto,22,130,1490800,Working Capital,60,13520270,150062,1568777,1878749,80532,459,5,1,Livestock,4190655
892,Luderitz Construction,Logistics,Hardap,12,196,1371230,Technology Upgrade,36,13427390,560103,1448950,501252,10779,778,3,1,Equipment,1159824
893,Kalahari Farming,Food Services,Hardap,22,247,2360478,Payroll Support,12,14962109,329784,2090825,2190547,18660,476,4,0,Savings,4986608
894,Caprivi Supplies,Tourism,Kavango West,12,173,2415666,Technology Upgrade,24,12458292,542780,566557,3451163,36692,493,2,0,Vehicle,2199317
895,Gobabis Manufacturing,Mining Services,Kavango West,7,244,704096,Technology Upgrade,60,10625304,411826,2565388,3705744,53247,671,7,1,Livestock,3882074
896,Kunene Trading,Mining Services,Khomas,23,55,263108,Inventory,48,5966462,528018,2530980,792698,68696,634,1,0,Property,1838207
897,Luderitz Farming,Retail,Oshikoto,4,109,69836,Equipment Purchase,12,11301534,144818,2089221,2373330,68593,489,3,1,Savings,3711734
898,Katima Tours,Construction,Oshana,17,230,1107481,Expansion,48,3217728,136602,2908506,204563,101060,719,4,1,Equipment,1976743
899,Windhoek Technologies,Construction,Kavango West,19,202,353437,Payroll Support,36,6356490,625678,1901442,2353656,82663,705,5,0,Inventory,4835260
900,Caprivi Technologies,Manufacturing,Oshana,25,182,1165049,Working Capital,48,7902230,668688,182651,1391231,77468,524,1,0,Livestock,4666294
901,Windhoek Construction,Construction,Oshikoto,14,116,546347,Working Capital,12,6557683,237933,1960082,2197476,61664,580,0,0,Inventory,1624311
